Title,Date,Category,Link
Doctor at L5 Pain Clinic Pleads Guilty to Illegal Drug Dispensing Conspiracy,2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-at-l5-pain-clinic-pleads-guilty-to-illegal-drug-dispensing-conspiracy/
"Pharmacy Owners and Doctor Convicted for $145M Health Care Fraud, Money Laundering, and Tax Evasion Scheme",2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owners-and-doctor-convicted-for-145m-health-care-fraud-money-laundering-and-tax-evasion-scheme/
AG Moody Announces Arrest Of Service Provider For Disabled Patients For Medicaid Fraud,2023-11-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moody-announces-arrest-of-service-provider-for-disabled-patients-for-medicaid-fraud/
Worcester-Based Home Care Company And Its Managers Indicted For $1.6 Million Medicaid Fraud Scheme,2023-11-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/worcester-based-home-care-company-and-its-managers-indicted-for-16-million-medicaid-fraud-scheme/
"Ag Henry Continues To Hold Medicaid Fraudsters Accountable With Recent Arrests, Convictions Involving Over $800k In False Billing",2023-11-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-henry-continues-to-hold-medicaid-fraudsters-accountable-with-recent-arrests-convictions-involving-over-800k-in-false-billing/
Maryland Man Sentenced to 9 Months in Prison for Attempted Witness Tampering in Relation to Healthcare Fraud Conspiracy,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-to-9-months-in-prison-for-attempted-witness-tampering-in-relation-to-healthcare-fraud-conspiracy/
Operator Of Durable Medical Equipment Companies Admits Role In $11 Million Dollar Kickback Scheme,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/operator-of-durable-medical-equipment-companies-admits-role-in-11-million-dollar-kickback-scheme/
Chief Compliance Officer Sentenced For $50M Medicare Fraud Scheme,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chief-compliance-officer-sentenced-for-50m-medicare-fraud-scheme/
"Advent Home Health Agreed to Pay $263,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/advent-home-health-agreed-to-pay-263000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Continuing Care Center Agreed to pay $37,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/continuing-care-center-agreed-to-pay-37000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Providence Santa Rosa Memorial Hospital Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/providence-santa-rosa-memorial-hospital-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Trans-Care Ambulance Agreed to Pay $239,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/trans-care-ambulance-agreed-to-pay-239000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"California Skilled Nursing Facilities, Owner and Management Company Agree to $45.6 Million Consent Judgement to Settle Allegations of Kickbacks to Referring Physicians",2023-11-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-skilled-nursing-facilities-owner-and-management-company-agree-to-456-million-consent-judgement-to-settle-allegations-of-kickbacks-to-referring-physicians/
Attorney General Bonta Announces Conviction In Placer County Elder Abuse Case,2023-11-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-conviction-in-placer-county-elder-abuse-case/
Caregiver Found Guilty Of Defrauding Medicaid Of Roughly $45K By Billing For Caretaking Services In New Jersey While Working At Her Teaching Job In Michigan,2023-11-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/caregiver-found-guilty-of-defrauding-medicaid-of-roughly-45k-by-billing-for-caretaking-services-in-new-jersey-while-working-at-her-teaching-job-in-michigan/
Multi-Agency Working Group Focuses on Combating Health Care Fraud and Recovering Taxpayer Dollars Through Criminal and Civil Actions,2023-11-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/multi-agency-working-group-focuses-on-combating-health-care-fraud-and-recovering-taxpayer-dollars-through-criminal-and-civil-actions/
Three Men Sentenced for $54M Fraudulent Prescriptions Scheme,2023-11-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-men-sentenced-for-54m-fraudulent-prescriptions-scheme/
Florida Business Owners Plead Guilty For Their Role In Durable Medical Equipment Fraud Scheme,2023-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-business-owners-plead-guilty-for-their-role-in-durable-medical-equipment-fraud-scheme/
Therapist’s Ex-Wife Sent To Prison For Defrauding Medicaid And Stealing Patient Information,2023-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/therapists-ex-wife-sent-to-prison-for-defrauding-medicaid-and-stealing-patient-information/
"Priyanshu1 and Shopsmart Pharmacy Agreed to Pay $400,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Prescriptions Without Sufficient Stock",2023-11-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/priyanshu1-and-shopsmart-pharmacy-agreed-to-pay-400000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-prescriptions-without-sufficient-stock/
"Addiction Treatment Center Supervisor Admits to Participating in a Scheme to Defraud Federal, State, and Private Health Care Insurers",2023-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/addiction-treatment-center-supervisor-admits-to-participating-in-a-scheme-to-defraud-federal-state-and-private-health-care-insurers/
Jury Convicts Hospice Owner for Defrauding Medicare,2023-11-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-hospice-owner-for-defrauding-medicare/
"Marshville Pharmacy and Surgical Supply Agreed to Pay $125,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Supplies",2023-11-08,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/marshville-pharmacy-and-surgical-supply-agreed-to-pay-125000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-supplies/
Attorney General Moody Announces Arrest Of Speech-Language Pathologist Defrauding Florida Medicaid,2023-11-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-speech-language-pathologist-defrauding-florida-medicaid/
Attorney General Cameron Announces Guilty Plea Of Owensboro Woman For Medicaid Fraud,2023-11-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-guilty-plea-of-owensboro-woman-for-medicaid-fraud/
Nurse Impostor Pleads Guilty To Identity Theft And Making False Medical Records,2023-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-impostor-pleads-guilty-to-identity-theft-and-making-false-medical-records/
Former San Antonio Health Services Employee Sentenced for Receiving Kickbacks,2023-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-san-antonio-health-services-employee-sentenced-for-receiving-kickbacks/
"Indictment of Joseph Bye, Sara Lapointe, and Kimberly Patterson",2023-11-07,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/indictment-of-joseph-bye-sara-lapointe-and-kimberly-patterson/
Second Owner Of Fresno Sleep Clinic Pleads Guilty To Submitting Over $1.5 Million In Fraudulent Claims To Medicare And Medi-Cal For Sleep Studies,2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/second-owner-of-fresno-sleep-clinic-pleads-guilty-to-submitting-over-15-million-in-fraudulent-claims-to-medicare-and-medi-cal-for-sleep-studies/
Grosse Pointe Park Pharmacist Convicted On Drug Charges,2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/grosse-pointe-park-pharmacist-convicted-on-drug-charges/
"Doctor Pleads Guilty To Unlawful Drug Distribution, False Statement To Medicare, And Paycheck Protection Program Fraud",2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-unlawful-drug-distribution-false-statement-to-medicare-and-paycheck-protection-program-fraud/
"Snellville Doctor Pays $225,000 To Resolve Allegations For Improper Billing",2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/snellville-doctor-pays-225000-to-resolve-allegations-for-improper-billing/
Attorney General Alan Wilson Announces Edgefield Nursing Facility Housekeeper Charged With Stealing From Resident,2023-11-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-edgefield-nursing-facility-housekeeper-charged-with-stealing-from-resident/
Sharon Naylor Sentenced For Her Role In Operating Pill Mill,2023-11-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sharon-naylor-sentenced-for-her-role-in-operating-pill-mill/
Graybill Medical Group Agreed to Pay $1 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Not Covered and for Service by Uncredentialed Providers,2023-11-03,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/graybill-medical-group-agreed-to-pay-1-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-not-covered-and-for-service-by-uncredentialed-providers/
AG Moody’s MFCU Investigators Uncover Medicaid Fraud Scheme Impacting Thousands Leading To Arrest Of Florida Dentist And Husband,2023-11-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moodys-mfcu-investigators-uncover-medicaid-fraud-scheme-impacting-thousands-leading-to-arrest-of-florida-dentist-and-husband/
"North Chandler Place Agreed to Pay $86,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-11-02,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/north-chandler-place-agreed-to-pay-86000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Former Employee of Care Facility Sentenced for Criminal Negligence of a Vulnerable Adult,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-employee-of-care-facility-sentenced-for-criminal-negligence-of-a-vulnerable-adult/
Owner of Indian Marketing Company Admits Role in $11.5 Million Health Care Fraud and Kickback Scheme,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-indian-marketing-company-admits-role-in-115-million-health-care-fraud-and-kickback-scheme/
Florida Laboratory Agrees to Pay Over $1.1 Million to Settle Kickback Allegations,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/httpswwwjusticegovopaprflorida-laboratory-agrees-pay-over-11-million-settle-kickback-allegations/
Western PA. Nurse Charged With Additional Crimes For Administering Excessive Doses Of Insulin To 19 More Patients,2023-11-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/western-pa-nurse-charged-with-additional-crimes-for-administering-excessive-doses-of-insulin-to-19-more-patients/
Attorney General Alan Wilson announces Greenville Co. man charged with stealing from assisted living facility resident,2023-11-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-greenville-co-man-charged-with-stealing-from-assisted-living-facility-resident/
Bay Area Doctor Convicted Of Health Care Fraud And Kickback Scheme For Referrals To Medicare-Funded Home Health Services,2023-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bay-area-doctor-convicted-of-health-care-fraud-and-kickback-scheme-for-referrals-to-medicare-funded-home-health-services/
Four Toledo Area Individuals Sentenced for Healthcare Fraud Scheme,2023-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-toledo-area-individuals-sentenced-for-healthcare-fraud-scheme/
Pelham Manor Man Charged With Health Care Fraud And Kickback Scheme,2023-10-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pelham-manor-man-charged-with-health-care-fraud-and-kickback-scheme/
Drugmaker Nostrum and CEO Agree to Pay Up to $50 Million to Resolve Claims of Underpaying Rebates Owed Under Medicaid Drug Rebate Program,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-ceo-agree-to-pay-up-to-50-million-to-resolve-claims-of-underpaying-rebates-owed-under-medicaid-drug-rebate-program/
Veteran Pleads Guilty To Theft Of Government Money And Providing False Statements,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/veteran-pleads-guilty-to-theft-of-government-money-and-providing-false-statements/
Drugmaker Nostrum and Its CEO Agree to Pay Up to $50 Million to Settle False Claims Act Claims for Underpaying Rebates Owed Under Medicaid Drug Rebate Program,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-its-ceo-agree-to-pay-up-to-50-million-to-settle-false-claims-act-claims-for-underpaying-rebates-owed-under-medicaid-drug-rebate-program/
Tampa Pain Management Physician Edward Lubin Agrees To Pay $1.5 Million To Settle False Claims Act Liability For Receiving Bribes And Writing Unnecessary Fentanyl Prescriptions,2023-10-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tampa-pain-management-physician-edward-lubin-agrees-to-pay-15-million-to-settle-false-claims-act-liability-for-receiving-bribes-and-writing-unnecessary-fentanyl-prescriptions/
Farmington Hills Psychotherapy Clinic Owner Sentenced for Health Care Fraud Conspiracy Charges,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/farmington-hills-psychotherapy-clinic-owner-sentenced-for-health-care-fraud-conspiracy-charges/
Suffolk Man Pleads Guilty to $2M Medicare Fraud,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suffolk-man-pleads-guilty-to-2m-medicare-fraud/
Putnam Community Medical Center Of North Florida Agrees To Pay One Million Dollars To Settle False Claims Liability Related To Its Former Sleep Center,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/putnam-community-medical-center-of-north-florida-agrees-to-pay-one-million-dollars-to-settle-false-claims-liability-related-to-its-former-sleep-center/
